Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1961","1961","No","95100","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1962","1962","No","92800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1963","1963","No","83500","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1964","1964","No","96500","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1965","1965","No","109800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1966","1966","No","105800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1967","1967","No","98100","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1968","1968","No","86000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1969","1969","No","88600","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1970","1970","No","99800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1971","1971","No","99800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1972","1972","No","89900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1973","1973","No","90000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1974","1974","No","90000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1975","1975","No","90000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1976","1976","No","90000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1977","1977","No","100000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1978","1978","No","100000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1979","1979","No","100000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1980","1980","No","110000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1981","1981","No","106000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1982","1982","No","100000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1983","1983","No","95000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1984","1984","No","90000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1985","1985","No","81000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1986","1986","No","83000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1987","1987","No","87000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1988","1988","No","82000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1989","1989","No","86000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1990","1990","No","80000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1991","1991","No","72900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1992","1992","No","36200","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1993","1993","No","20000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1994","1994","No","26900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1995","1995","No","40000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1996","1996","No","53900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1997","1997","No","57300","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1998","1998","No","56500","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","1999","1999","No","67000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2000","2000","No","76000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2001","2001","No","82000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2002","2002","No","92000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2003","2003","No","111000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2004","2004","No","131800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2005","2005","No","157000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2006","2006","No","173000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2007","2007","No","171000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2008","2008","No","175000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2009","2009","No","203300","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2010","2010","No","218000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2011","2011","No","233000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2012","2012","No","239081","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2013","2013","No","246151","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2014","2014","No","261452","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2015","2015","No","271139","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2016","2016","No","302962","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2017","2017","No","289962","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2018","2018","No","285455","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2019","2019","No","288329","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2020","2020","No","358365","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2021","2021","No","393635","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2022","2022","No","479096","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2023","2023","No","518790","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1961","1961","No","100000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1962","1962","No","105000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1963","1963","No","110000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1964","1964","No","115000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1965","1965","No","120000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1966","1966","No","125000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1967","1967","No","127000","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1968","1968","No","130000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1969","1969","No","140000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1970","1970","No","150000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1971","1971","No","150000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1972","1972","No","160000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1973","1973","No","170000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1974","1974","No","175000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1975","1975","No","180000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1976","1976","No","182000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1977","1977","No","185000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1978","1978","No","187000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1979","1979","No","188000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1980","1980","No","190000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1981","1981","No","193000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1982","1982","No","195000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1983","1983","No","197000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1984","1984","No","198000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1985","1985","No","215000","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1986","1986","No","220000","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1987","1987","No","300000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1988","1988","No","98000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1989","1989","No","185000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1990","1990","No","288557","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1991","1991","No","310000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1992","1992","No","175000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1993","1993","No","227000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1994","1994","No","430000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1995","1995","No","277000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1996","1996","No","380000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1997","1997","No","268300","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1998","1998","No","276500","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","1999","1999","No","278500","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2000","2000","No","190000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2001","2001","No","280000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2002","2002","No","320000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2003","2003","No","340000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2004","2004","No","430000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2005","2005","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2006","2006","No","390000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2007","2007","No","440000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2008","2008","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2009","2009","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2010","2010","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2011","2011","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2012","2012","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2013","2013","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2014","2014","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2015","2015","No","411956","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2016","2016","No","416659","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2017","2017","No","421761","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2018","2018","No","423499","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2019","2019","No","426853","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2020","2020","No","437019","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2021","2021","No","431287","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2022","2022","No","434263","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2023","2023","No","437271","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1961","1961","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1962","1962","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1963","1963","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1964","1964","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1965","1965","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1966","1966","No","950000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1967","1967","No","900000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1968","1968","No","830000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1969","1969","No","780000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1970","1970","No","820000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1971","1971","No","770000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1972","1972","No","680000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1973","1973","No","750000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1974","1974","No","750000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1975","1975","No","750000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1976","1976","No","750000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1977","1977","No","750000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1978","1978","No","800000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1979","1979","No","800000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1980","1980","No","800000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1981","1981","No","800000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1982","1982","No","850000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1983","1983","No","850000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1984","1984","No","850000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1985","1985","No","900000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1986","1986","No","900000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1987","1987","No","900000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1988","1988","No","950000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1989","1989","No","950000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1990","1990","No","950000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1991","1991","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1992","1992","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1993","1993","No","1050000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1994","1994","No","1050000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1995","1995","No","1100000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1996","1996","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1997","1997","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1998","1998","No","1100000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","1999","1999","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2000","2000","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2001","2001","No","1200000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2002","2002","No","1200000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2003","2003","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2004","2004","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2005","2005","No","1200000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2006","2006","No","1100000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2007","2007","No","1100000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2008","2008","No","1100000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2009","2009","No","1100000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2010","2010","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2011","2011","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2012","2012","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2013","2013","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2014","2014","No","1150000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2015","2015","No","1153939","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2016","2016","No","1157538","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2017","2017","No","1164563","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2018","2018","No","1171885","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2019","2019","No","1177716","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2020","2020","No","1180730","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2021","2021","No","1184034","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2022","2022","No","1188336","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2023","2023","No","1192639","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1961","1961","No","650000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1962","1962","No","650000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1963","1963","No","640000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1964","1964","No","650000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1965","1965","No","700000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1966","1966","No","700000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1967","1967","No","750000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1968","1968","No","750000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1969","1969","No","800000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1970","1970","No","800000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1971","1971","No","800000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1972","1972","No","850000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1973","1973","No","850000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1974","1974","No","850000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1975","1975","No","850000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1976","1976","No","850000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1977","1977","No","900000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1978","1978","No","1000000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1979","1979","No","1100000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1980","1980","No","1100000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1981","1981","No","1300000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1982","1982","No","1200000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1983","1983","No","1300000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1984","1984","No","1400000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1985","1985","No","1500000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1986","1986","No","1400000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1987","1987","No","1400000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1988","1988","No","1400000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1989","1989","No","1400000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1990","1990","No","1400000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1991","1991","No","1500000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1992","1992","No","1600000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1993","1993","No","1600000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1994","1994","No","1700000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1995","1995","No","1800000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1996","1996","No","1700000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1997","1997","No","1800000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1998","1998","No","2100000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","1999","1999","No","2700000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2000","2000","No","2800000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2001","2001","No","2800000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2002","2002","No","2900000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2003","2003","No","2900000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2004","2004","No","2900000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2005","2005","No","2900000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2006","2006","No","2950000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2007","2007","No","2970000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2008","2008","No","2970000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2009","2009","No","2970000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2010","2010","No","2970000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2011","2011","No","2970000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2012","2012","No","2970000","E","Estimated value",""
